organisation,tr_id,meeting_count,source_kind,source_type,source_date,source_commissioner,source_text,amendment_number,target_element,target_type,original_text,amended_text,justification,cosine_score,amendment_direction,label,reasoning
Facebook Ireland Limited,28666427835-74,0,feedback,hys_feedback,2021-08-06,,"We believe that society will benefit when AI technologies are trusted, safe, fair, accountable, and transparent. To achieve this, we need AI regulations that are clear, practicable, effective, and flexible. We look forward to working with European policymakers to ensure that the resulting regulation is clear in its expectations, 1",331,Recital 3 a (new),recital,,"(3 a)In order for Member States to reach the carbon neutrality targets, European companies should seek to utilise all available technological advancements that can assist in realising this goal.AI is a well-developed and ready-to-use technology that can be used to process the ever-growing amount of data created during industrial, environmental, health and other processes.To facilitate investments in AI-based analysis and optimisation solutions, this Regulation should provide a predictable and proportionate environment for low-risk industrial solutions.",,0.8635,"New insertion promoting the use of AI to help Member States reach carbon neutrality targets, calling for a predictable and proportionate regulatory environment for low-risk industrial AI solutions.",NOISE,"Facebook's post-proposal text focuses on responsible AI regulation being clear, practicable, and flexible, but does not address industrial/environmental AI applications or carbon neutrality goals; the thematic overlap is too superficial (both mention beneficial AI regulation) to constitute a genuine alignment or opposition."
Facebook Ireland Limited,28666427835-74,0,feedback,hys_feedback,2021-08-06,,"We believe that society will benefit when AI technologies are trusted, safe, fair, accountable, and transparent. To achieve this, we need AI regulations that are clear, practicable, effective, and flexible. We look forward to working with European policymakers to ensure that the resulting regulation is clear in its expectations, 1",719,Recital 71,recital,"(71)	Artificial intelligence is a rapidly developing family of technologies that requiresnovel forms ofregulatory oversightanda safe space for experimentation,whileensuring responsible innovation and integration of appropriate safeguards and risk mitigation measures. To ensure a legal framework that isinnovation-friendly,future-proof and resilient to disruption, national competent authorities from one or more Member States should be encouraged toestablishartificial intelligence regulatory sandboxes to facilitate the development and testing ofinnovativeAI systems under strict regulatory oversight before these systems are placed on the market or otherwise put into service.","(71)	Artificial intelligence is a rapidly developing family of technologies thatbenefits from clear rules and legal certainty, andrequires regulatory oversight.In order to fulfill its potential to benefit society,a safe space forcontrolledexperimentation, ensuringrespect for Union law and the protection of fundamental rights, can help fosterresponsible innovation and integration of appropriate safeguards and risk mitigation measures. To ensure a legal framework thatpromotes sustainable innovation,is future-proof and resilient to disruption, national competent authorities from one or more Member States should be encouraged tocooperate in establishingartificial intelligence regulatory sandboxes to facilitate the development and testing of AI systems under strict regulatory oversight before these systems are placed on the market or otherwise put into service.",,0.8635,"The amendment shifts the framing of AI regulation from an innovation-first, sandbox-focused approach to one that emphasises clear rules, legal certainty, protection of fundamental rights, and sustainable innovation, slightly de-emphasising the experimental/permissive tone.",ALIGNED,"Facebook's post-proposal text explicitly calls for AI regulations that are ""clear, practicable, effective, and flexible"" and emphasises trust, safety, and responsible innovation — closely mirroring the amendment's emphasis on ""clear rules and legal certainty"" and ""responsible innovation,"" making the organisation's position aligned with the amendment's direction."
Nokia,35167875358-33,2,feedback,hys_feedback,2021-08-06,,"The fact that the Commission opted to define AI systems in a manner aligned with the OECD is commendable as an attempt to ensure consensus, but may not help clarify what exactly needs to be regulated (that is not already regulated). Nokia considers the definition given to AI systems in Annex I of the draft Regulation to be complete in that, by taking this approach, the Commission acknowledges the evolutive nature of AI and declares the aim of the Regulation to cover all currently known techniques and approaches to develop them. However, the definition itself is overly broad. It attempts to include both approaches which have been around for decades (i.e. the statistical approach and a good part of the machine learning approach), as well as an approach that has been used with relative success only in the very recent past. That particular approach represents a very small part of what the Regulation is referring to as “AI system”, namely deep neural networks (“DNNs”) and it brings about the most concerning aspects of the technology from an EU human rights and values perspective, given the capability of DNNs to mimic certain key human cognitive functions. From this perspective, Nokia is of the opinion that the draft Regulation is casting too wide a net, capturing too much subject matter and, as a result, becomes difficult - if not impossible - to implement in practice",358,Recital 6,recital,"(6)	The notion of AI system should be clearly defined to ensure legal certainty, while providing the flexibility to accommodate future technological developments. The definition should be based on the key functional characteristics ofthe software, in particular the ability, for a given set of human-defined objectives, to generate outputs such as content, predictions, recommendations, or decisions which influencethe environment with which the system interacts, be it in aphysical or digitaldimension. AI systems can be designed to operate with varying levels of autonomy and be used on a stand-alone basis or as a component of a product, irrespective of whether the system is physically integrated into the product (embedded) or serve the functionality of the product without being integrated therein (non-embedded). The definition of AI system should be complemented by a list of specific techniques and approaches used for its development, which should be kept up-to–date in the light of market and technological developments through the adoption of delegated acts by the Commission to amend that list.","(6)	The notion of AI system should be clearly defined to ensure legal certainty, while providing the flexibility to accommodate future technological developments.Therefore, the term AI system should be defined in line with internationally accepted definitions.The definition should be based on the key functional characteristics ofAI systems, in particular the ability, for a given set of human-defined objectives, to generate outputs such as content, predictions, recommendations, or decisions which influencetheirphysical or digitalenvironment. AI systems can be designed to operate with varying levels of autonomy and be used on a stand-alone basis or as a component of a product, irrespective of whether the system is physically integrated into the product (embedded) or serve the functionality of the product without being integrated therein (non-embedded). The definition of AI system should be complemented by a list of specific techniques and approaches used for its development, which should be kept up-to–date in the light of market and technological developments through the adoption of delegated acts by the Commission to amend that list.In order to ensure alignment of definitions on an international level, the European Commission should engage in a dialogue with international organisations such as the Organisation for Economic Cooperation and Development (OECD), should their definitions of the term ‘AI system’ be adjusted.",,0.8635,"Aligns the AI system definition with internationally accepted definitions (e.g., OECD) by adding an explicit reference to international standards.",ALIGNED,"Nokia explicitly commends the Commission's choice to align the AI system definition with the OECD, and the amendment formalises exactly this alignment by requiring the definition to follow ""internationally accepted definitions,"" directly mirroring Nokia's stated position."
Facebook Ireland Limited,28666427835-74,0,feedback,hys_feedback,2021-08-06,,"concepts like robustness, security, accuracy, risk management, and risk assessment; no one has figured out how best to reconcile privacy with the need to measure bias through the collection of special categories of personal data; no one knows when a data set is complete; and no one really knows how these standards might change across different contexts, among other open questions. The AI Act should acknowledge this uncertainty and leave space for the development of standards and best practices that can fill these gaps. A. Many of the AI Act’s Requirements Are Not Feasible or Assume Best Practices or Standards That Do Not Yet Exist Although the Commission’s overall approach of focusing on high-risk AI systems and using self-assessments instead of third-party assessments strikes a good balance between regulation and innovation, many of the details of the Commission’s approach threaten to limit AI innovation across Europe, and in some cases, may even prove to be counterproductive to the Commission’s intended goals. In particular, many of the provisions could be interpreted to reach technologies that are either not high-risk AI systems, or are not even AI systems at all. Additionally, the Commission’s approach to addressing bias in AI systems may not be technically feasible and may even unintentionally inhibit the development and use of certain fairness-promoting tools",1739,Article 10 – paragraph 5,article,"5.	To the extent that it is strictly necessary for the purposes of ensuring bias monitoring, detection and correction in relation to the high-risk AI systems, the providers of such systems may process special categories of personal data referred to in Article 9(1) of Regulation (EU) 2016/679, Article 10 of Directive (EU) 2016/680 and Article 10(1) of Regulation (EU) 2018/1725, subject to appropriate safeguards for the fundamental rights and freedoms of natural persons, including technical limitations on the re-use and use of state-of-the-art security and privacy-preserving measures, such as pseudonymisation, or encryption where anonymisation may significantly affect the purpose pursued.","5.	To the extent that it is strictly necessary for the purposes of ensuring bias monitoring, detection and correction in relation to the high-risk AI systems, the providers of such systems may process special categories of personal data referred to in Article 9(1) of Regulation (EU) 2016/679, Article 10 of Directive (EU) 2016/680 and Article 10(1) of Regulation (EU) 2018/1725, subject to appropriate safeguards for the fundamental rights and freedoms of natural persons, including technical limitations on the re-use and use of state-of-the-art security and privacy-preserving measures, such as pseudonymisation, or encryption where anonymisation may significantly affect the purpose pursued.This should also guarantee explainability of AI driven recommendations or decisions.",,0.8634,"The amendment leaves Article 10(5) unchanged, maintaining the existing provision allowing providers of high-risk AI systems to process special categories of personal data for bias monitoring, subject to appropriate safeguards.",NOISE,"The amendment does not appear to make any substantive change to the original text, and while Facebook's position acknowledges the tension between privacy and bias measurement using special categories of data, the high cosine similarity likely reflects topical overlap rather than a meaningful alignment or opposition on a specific policy direction."
Facebook Ireland Limited,28666427835-74,0,feedback,hys_feedback,2021-08-06,,"5. How can we encourage greater data sharing across industry and between the public and private sectors? Throughout the AI Act, there are several provisions that would require AI providers to make available source code,54 logs,55 or training data.56 We understand the importance of providing information necessary to enable regulators to ensure that AI systems are behaving appropriately and are in full compliance with the law. We believe that this kind of verification is critical to developing trustworthy AI systems. Such data sharing, however, must be done in a careful, privacy-preserving manner that does not create risks of adversarial attacks on AI systems. Facebook is strongly committed to data transparency and data sharing where it has a positive impact for society. It is important to recognise, however, that full transparency into AI systems, and specifically the disclosure of source code, creates significant risks and may not actually help address the questions that regulators seek to answer. Full transparency may often not provide meaningful information to regulators. First, some of 16",633,Recital 45,recital,"(45)	For the development of high-risk AI systems, certain actors, such as providers, notified bodies and other relevant entities, such as digital innovation hubs, testing experimentation facilities and researchers, should be able to access and use high quality datasets within their respective fields of activities which are related to this Regulation. European common data spaces established by the Commission and the facilitation of data sharing between businesses and with government in the public interest will be instrumental to provide trustful, accountable and non-discriminatory access to high quality data for the training, validation and testing of AI systems. For example, in health, the European health data space will facilitate non-discriminatory access to health data and the training of artificial intelligence algorithms on those datasets, in a privacy-preserving, secure, timely, transparent and trustworthy manner, and with an appropriate institutional governance. Relevant competent authorities, including sectoral ones, providing or supporting the access to data may also support the provision of high-quality data for the training, validation and testing of AI systems.","(45)	For the developmentand assessmentof high-risk AI systems, certain actors, such as providers, notified bodies and other relevant entities, such as digital innovation hubs, testing experimentation facilities and researchers, should be able to access and use high quality datasets within their respective fields of activities which are related to this Regulation. European common data spaces established by the Commission and the facilitation of data sharing between businesses and with government in the public interest will be instrumental to provide trustful, accountable and non-discriminatory access to high quality data for the training, validation and testing of AI systems. For example, in health, the European health data space will facilitate non-discriminatory access to health data and the training of artificial intelligence algorithms on those datasets, in a privacy-preserving, secure, timely, transparent and trustworthy manner, and with an appropriate institutional governance. Relevant competent authorities, including sectoral ones, providing or supporting the access to data may also support the provision of high-quality data for the training, validation and testing of AI systems.",,0.8634,"The amendment expands the scope of Recital 45 by adding 'and assessment' alongside 'development' of high-risk AI systems, broadening the contexts in which actors should be able to access and use high-quality datasets.",NOISE,"Facebook's position focuses on privacy-preserving conditions and caution around mandatory data sharing obligations, rather than on whether dataset access should cover 'assessment' in addition to 'development' — the narrow textual change made by this amendment — making the match thematically adjacent but not substantively aligned or opposing."
The Future Society,473310732515-30,3,feedback,hys_feedback,2021-08-06,,"Likewise, while users are obliged to report any serious incident or malfunctioning, they must do so by contacting the provider itself rather than the national authorities (Article 29(4)). This slows down the flow of information relevant to preserving the health, safety and fundamental rights of EU citizens. To generate sufficient confidence in society, consumers need a more straightforward channel to the relevant authorities as well as the rights to not be subjected to non-compliant AI systems. Facilitating access to justice -notably for the citizens or small businesses least able to navigate the governance system- should be a priority for the protection of fundamental rights. This warrants a more direct complaint procedure rather than only the envisioned appeal and incident report procedures. Finally, while we hope the complaint procedure will foster a climate of trust in the market, it remains an ex-post mechanism to repair violations rather than protect fundamental rights, health & safety. Ex-ante measures should therefore be included in the AI Act: for example, the recent controversy of Timnit Gebru and some of her colleagues’ ousting15 has highlighted the importance of providing a safe space for developers to share their concerns about AI systems their employer develops",751,Recital 79 a (new),recital,,"(79 a)As the rights and freedoms of individuals can be seriously undermined by AI systems, it is essential that affected individuals have meaningful access to reporting and redress mechanisms.They should be able to report infringements of this Regulation to their national supervisory authority and have the right to be heard and to be informed about the outcome of their complaint and the right to a timely decision.In addition, they should have the right to an effective remedy against competent authorities who fail to enforce these rights and the right to redress.Where applicable, deployers should provide internal complaints mechanisms to be used by affected individuals and should be liable for pecuniary and non-pecuniary damages in cases of breaches of individuals’ or groups’ rights.Collective representation of affected individuals must be possible.",,0.8633,"New insertion establishing individual rights to report AI regulation infringements to national supervisory authorities, be heard, receive timely decisions, and access effective remedies against authorities that fail to enforce these rights.",ALIGNED,"The Future Society explicitly advocates for more straightforward channels for citizens to report directly to relevant authorities and for facilitating access to justice, which directly aligns with the amendment's creation of individual reporting and redress rights vis-à-vis national supervisory authorities."
Facebook Ireland Limited,28666427835-74,0,feedback,hys_feedback,2021-08-06,,"concepts like robustness, security, accuracy, risk management, and risk assessment; no one has figured out how best to reconcile privacy with the need to measure bias through the collection of special categories of personal data; no one knows when a data set is complete; and no one really knows how these standards might change across different contexts, among other open questions. The AI Act should acknowledge this uncertainty and leave space for the development of standards and best practices that can fill these gaps. A. Many of the AI Act’s Requirements Are Not Feasible or Assume Best Practices or Standards That Do Not Yet Exist Although the Commission’s overall approach of focusing on high-risk AI systems and using self-assessments instead of third-party assessments strikes a good balance between regulation and innovation, many of the details of the Commission’s approach threaten to limit AI innovation across Europe, and in some cases, may even prove to be counterproductive to the Commission’s intended goals. In particular, many of the provisions could be interpreted to reach technologies that are either not high-risk AI systems, or are not even AI systems at all. Additionally, the Commission’s approach to addressing bias in AI systems may not be technically feasible and may even unintentionally inhibit the development and use of certain fairness-promoting tools",1556,Article 8 – paragraph 1,article,1.	High-risk AI systems shall comply with the requirements established in this Chapter.,"1.	High-risk AI systems shall comply with the requirements established in this Chapter, taking into account the generally acknowledged state of the art and industry standards, including as reflected in relevant harmonised standards or common specifications.","The above language has been suggested by the French Presidency and would better reflect the constant development of best practices and industry standards in the field of AI. Moreover, it is important to clarify that the compliance with the requirements of the Draft Regulation should build upon the risk-based approach of the proposal itself, therefore the compliance obligations and risk assessment should be modulated on the basis of the specific high-risk AI use case and risk posed.",0.8633,"Softens compliance requirements for high-risk AI systems by anchoring them to the state of the art and industry standards, rather than imposing fixed obligations.",ALIGNED,"Facebook explicitly argues that the AI Act should leave space for evolving standards and best practices and that many requirements are not yet feasible, directly aligning with the amendment's introduction of a flexibility clause tied to the state of the art and industry standards."
Facebook Ireland Limited,28666427835-74,0,feedback,hys_feedback,2021-08-06,,"Model cards and data cards, however, are still being developed and refined as tools; researchers and industry are working to better understand the kinds of metrics that should be tracked and the best ways to highlight that data. The AI Act sets out a rigid set of technical documentation that all high-risk AI systems must provide.44 Instead of locking the EU into a narrow, inflexible set of documentation rules (the interplay of which with the GDPR is, in addition, uncertain), the AI Act should reconsider the level of prescriptiveness of the technical requirements and provide opportunities for stakeholders to come together to develop the standards and best practices for assessing, measuring, and comparing AI systems. The appropriate documentation standards can help us better identify and measure bias in AI systems, but we also lack consensus standards for how to mitigate bias in AI systems once we’ve found it. Documentation alone will not determine whether an AI system is fair, nor will it tell us how to make systems fairer. Instead, we need to develop new standards and frameworks that help us determine reasonable efforts to take in the context of particular use cases. For example, while in certain cases addressing implementation errors in models can address certain types of unfair errors or performance disparities, in other cases addressing biased outcomes might be best achieved by including special categories of personal data in the model itself",365,Recital 6 a (new),recital,,"(6 a)Defining AI systems is an ongoing process that should take into account the context in which AI operates, keep pace with societal developments in this field and not lose sight of the link between the ecosystem of excellence and the ecosystem of trust.The definition of AI system should be complemented by a list of specific techniques and approaches used for its development, which should be kept up-to–date in the light of market and technological developments through the adoption of delegated acts by the Commission to amend that list.In the drafting process of these delegated acts, the Commission shall insure the input of all relevant stakeholders including the technical experts and developers of AI systems.This consultation can take place through existing bodies such as the High Level Expert Group on AI or a newly established similar advisory body that is closely included in the work of the European Artificial Intelligence Board.Should the definition of ‘AI system’ from the OECD be adjusted in the coming years, the European Commission should engage in dialogue with these organisations to ensure alignment between the two definitions. Should the AI Act still be undergoing legislative procedure, the co-legislators should consider these latest developments during the legislative process, so as to ensure alignment, legal clarity and broad international acceptance of the AI Act Definition of ‘AI Systems’.",,0.8633,"New insertion adding a recital that defines AI systems as an ongoing, evolving process and calls for a dynamic, delegated-act-updated list of AI techniques to keep the definition current with technological developments.",ALIGNED,"Facebook explicitly argues against locking the EU into a ""narrow, inflexible set"" of technical requirements and advocates for adaptable, less prescriptive rules — a position that aligns with the amendment's emphasis on keeping the AI definition and associated technical lists dynamic and updatable via delegated acts rather than rigid legislation."
TIC Council,840667012559,1,feedback,hys_feedback,2021-08-06,,"TIC Council, representing independent Testing, Inspection, and Certification (TIC) companies, welcomes the Commission’s proposal for a Regulation establishing harmonized rules on Artificial Intelligence (AI), which moves toward greater safety and security for European consumers.  

AI is a fast-evolving technology with many benefits but also many challenges. As independent TIC companies, we are convinced that the safety and security of customers must prevail. We therefore support the provisions of the proposal that will help meet these objectives:   - We support the risk-based approach that has been adopted for the proposal as it minimizes the potential impact on customer’s fundamental rights.   - We also agree that safety and security components of products should, as proposed, be subject to third party ex-ante conformity assessment according to the relevant sectoral legislation. Following an already established system will certainly help to avoid legal uncertainty.   - We welcome the possibility of regularly updating Annex III of the text. This will have to follow closely new technology developments to avoid legal gaps.  - We also support the provision mandating new ex ante re-assessments of the conformity in case of substantial modifications to the AI systems.   - We welcome the non-discriminatory access to data for validation of high-risk systems also for notified bodies through the European Common Data Spaces.",740,Recital 76,recital,"(76)	In order to facilitate a smooth, effective and harmonised implementation of this Regulation a European Artificial Intelligence Board should be established. The Board should be responsible for a number of advisory tasks, including issuing opinions, recommendations, advice or guidance on matters related to the implementation of this Regulation, including on technical specifications or existing standards regarding the requirements established in this Regulation and providing advice to and assisting the Commission on specific questions related to artificial intelligence.","(76)	In order to facilitate a smooth, effective and harmonised implementation of this Regulation a European Artificial Intelligence Board should be established. The Board should beindependent andresponsible for a number of advisoryand enforcementtasks, including issuingdecisions,opinions, recommendations, advice or guidance on matters related to the implementation of this Regulation, including on technical specifications or existing standards regarding the requirements established in this Regulation and providing advice to and assisting the Commission on specific questions related to artificial intelligence.In order to ensure a consistent and appropriate enforcement vis-à-vis very large undertakings, the Board should be the supervisory authority for undertakings that meet the criteria of 'community dimension' as defined in Article 1(3) of Regulation 139/200 (Merger Regulation).The Board should have a secretariat with sufficient resources and expertise to be able to fulfil its role.In this respect, the secretariat should establish a European Centre of Excellence for Artificial Intelligence (ECE-AI).",,0.8631,Strengthens the European AI Board by making it independent and adding enforcement tasks and decision-making powers alongside its existing advisory role.,NOISE,"The TIC Council's matched text focuses on general support for the AI Act's risk-based approach and concerns about conformity assessment procedures, with no expressed position on the independence or enforcement powers of the AI Board, making the cosine similarity likely a surface-level match rather than a substantive alignment or opposition."
Nokia,35167875358-33,2,feedback,hys_feedback,2021-08-06,,"To demonstrate why this generality is unenforceable, we ask the Commission to consider a hypothetical legislative proposal which aims to deal with ""any computational technique that is harmful to humans and society"". While the legislator’s intention might be good, as it stands, the proposal will undoubtedly be too broad to be useful in practice. In such circumstances, a less ambitious legislative approach with the intention of enabling enforceability is preferable to an approach that is much too general and thus ineffective. 4 Assessing Applicability Achieving trustworthiness The draft Regulation introduces a set of rules, following a risk-based approach, to establish the conditions for “an ecosystem of trust”. The rules are referring in particular to the placing on the market, putting into service and use of AI systems in the EU. While Nokia considers that “trust” is an extremely important element in a modern technology context such as the one created by AI, given the impact AI is expected to have on society, we also are of the option that individual trust represents an impractical, if not unreachable target as a legal concept. Nokia sincerely commends the Commission’s effort to move away from the purely ethical aspects of AI and trust, towards the legal aspects of risk, safety and human rights",415,Recital 15,recital,"(15)Aside from the many beneficial uses of artificial intelligence, that technologycan also be misused and provide novel and powerful tools for manipulative, exploitative and social control practices. Such practices are particularly harmful and should be prohibited because they contradict Union values of respect for human dignity, freedom, equality, democracy and the rule of law and Union fundamental rights, including the right to non-discrimination, data protection and privacy and the rights of the child.","(15)AI systemscan also be misused and provide novel and powerful tools for manipulative, exploitative and social control practices. Such practices are particularly harmful and should be prohibited because they contradict Union values of respect for human dignity, freedom, equality, democracy and the rule of law and Union fundamental rights, including the right to non-discrimination, data protection and privacy and the rights of the child.All uses of AI systems which interfere with the essence of the fundamental rights of individuals should in any case be prohibited.The prohibitions listed in this Regulation should apply notwithstanding existing Union law and do not provide a new legal basis for the development placing on the market, deployment or use of AI systems.To keep up with rapid technological development and to ensure future-proof regulation, the Commission should keep the list of prohibited and high-risk AI systems under constant review.",,0.8631,"The amendment removes the introductory framing of AI's beneficial uses and adds a new sentence mandating prohibition of all AI systems that interfere with the essence of fundamental rights, broadening the scope of prohibited AI practices.",OPPOSING,"Nokia explicitly argues against overly broad and general AI regulation, warning that sweeping prohibitions are unenforceable and ineffective — directly opposing the amendment's expansion of prohibitions to cover all AI systems interfering with the essence of fundamental rights."
Nokia,35167875358-33,2,feedback,hys_feedback,2021-08-06,,"Nokia sincerely commends the Commission’s effort to move away from the purely ethical aspects of AI and trust, towards the legal aspects of risk, safety and human rights. In this regard, we noted that the Commission took the approach to regulate high-risk applications and uses of AI in particular, rather than the technology itself – which would have been premature, given the consensus on a definition, as described above. Under this assumption, the key question that needs urgent answering before submitting an AI system to any further regulatory requirements is: what represents “high risk”? Nokia considers that, in the light of the broad definition assigned to AI systems in the Regulation, the Commission's definition of what constitutes “high risk” needs to be further elaborated upon as Article 6 is currently ambiguous. 4 / 10 © 2021 Nokia",560,Recital 36,recital,"(36)	AI systems used in employment, workers management and access to self-employment, notablyfor therecruitment and selection of persons, for making decisions on promotion andtermination andfor task allocation, monitoringorevaluation of persons in work-related contractual relationships, should also be classified as high-risk, since those systems may appreciably impact future career prospects and livelihoods of these persons. Relevant work-related contractual relationships should involve employees and persons providing services through platforms as referred to in the Commission Work Programme 2021. Such persons should in principle not be considered users within the meaning of this Regulation. Throughout the recruitment process and in the evaluation, promotion, or retention of persons in work-related contractual relationships, such systems may perpetuate historical patterns of discrimination, for example against women, certain age groups, persons with disabilities, or persons of certain racial or ethnic origins or sexual orientation. AI systems used to monitor the performance and behaviour of these persons may alsoimpacttheir rights to data protection and privacy.","(36)	AI systems used in employment, workers management and access to self-employment, notablyaffecting the initiation, establishment, implementation and termination of an employment relationship, including AI systems intended to support collective legal and regulatory matters should be high risk.Particularly AI affectingrecruitment and selection of persons, for making decisions on promotion and for task allocation,for measuring andmonitoringof performance or forevaluation of persons in work-related contractual relationships, should also be classified as high-risk, since those systems may appreciably impact future career prospects and livelihoods of these persons.AI systems used for constant monitoring of workers pose an unacceptable risk to their fundamental rights, and should be therefore prohibited.Relevant work-related contractual relationships shouldmeaningfullyinvolve employees and persons providing services through platforms as referred to in the Commission Work Programme 2021. Throughout the recruitment process and in the evaluation, promotion, or retention of persons in work-related contractual relationships, such systems may perpetuate historical patterns of discrimination, for example against women, certain age groups, persons with disabilities, or persons of certain racial or ethnic origins or sexual orientation. AI systems used to monitor the performance and behaviour of these persons may alsoundermine the essence oftheirfundamentalrights to data protection and privacy.This Regulation applies without prejudice to Union and Member State competences to provide for more specific rules for the use of AI-systems in the employment context.",,0.8631,"Expands the scope of high-risk AI systems in employment by broadening coverage to include the full lifecycle of employment relationships (initiation through termination), collective legal/regulatory matters, and performance monitoring, going beyond the original focus on recruitment, promotion, and task allocation.",NOISE,"Nokia's matched text focuses on the need for clearer and more explicit criteria to define ""high risk"" AI systems, rather than taking a position on expanding or restricting the scope of employment-related high-risk AI — making it impossible to align this concern with the amendment's direction of broadening that scope."
Siemens Healthineers,982823533509-58,0,feedback,hys_feedback,2021-08-06,,"It should be borne in mind, that even values contributing to data accuracy contain certain margin of error. This is due to the fact, that accuracy of data depends on measurement results being close to the true value and reproducibility of the measurement results. For instance, in the medical domain, there often are no ‘error-free’ data sets. Consider for example data on medical imaging, which is the result of an image acquisition/scan process and that can be used to train respective AI systems. However, the quality of the image data depends on many factors, including the specific device model used to acquire the images, the scan parameters, and the image reconstruction algorithms. Highly skilled medical professionals operate these imaging devices, and the outcome – the medical imaging data – differs based on the afore-mentioned and other factors – but neither are these data ‘wrong’ nor are they ‘error-free’. Therefore, the state of these requirements seems to also prevent the use of real-world data, an area of considerable potential for digital solutions in healthcare. Recommendation: Article 10 (3) and recital 44 should require that data sets shall be ‘sufficiently accurate and complete to meet the intended purpose of the system’ rather than ‘error-free and complete’. 4",1713,Article 10 – paragraph 3,article,"3.	Training, validation and testing data sets shall be relevant, representative, free of errorsand complete. They shall have the appropriate statistical properties, including, where applicable, as regards the persons or groups of persons on which the high-risk AI system is intended to be used. These characteristics of the data sets may be met at the level of individual data sets or a combination thereof.","3.	Training, validation and testing data sets shall be relevant, representative andascompleteand close to zero error as possible, having regard to the intended purpose of the AI system. They shall have the appropriate statistical properties, including, where applicable, as regards the persons or groups of persons on which the high-risk AI system is intended to be used. These characteristics of the data sets may be met at the level of individual data sets or a combination thereof.In case of observational data, a common approach on data requirements shall be defined together with regulators.",,0.8631,"Softens the data quality requirement by replacing 'free of errors and complete' with 'as complete and close to zero error as possible', acknowledging practical limitations, and adds a provision for a common approach on data requirements defined with regulators for observational data.",ALIGNED,"Siemens Healthineers explicitly argues that truly 'error-free' datasets are unattainable in practice (e.g. medical imaging data), which directly aligns with the amendment's softening of the strict 'free of errors' requirement to 'close to zero error as possible', reflecting the same recognition of real-world data limitations."
Nokia,35167875358-33,2,feedback,hys_feedback,2021-08-06,,"4.2.2 Source Code Disclosure Closely related to the issue of data disclosure is the requirement to allow access to the source code. It is a known fact that, with only a few exceptions, the review of any source code is complex, and AI systems are on the more complex end of the spectrum of systems. The estimate number of lines of code used in AI systems currently is in the millions, and regulators would require massive resources (financial and others) to achieve even rudimentary understanding. Moreover, a company’s source code is usually highly guarded, and disclosed generally only on an as-needed basis. It contains sensitive and often trade secret information, which if not properly protected may result in competitive damage to the company. Putting in place appropriate security measures (physical and electronic) is a significant responsibility for any undertaking. Breaches in that security (detected or undetected) may render deployed code vulnerable to attack or to further breaches. This requirement alone will have the potential to reduce the companies’ incentive to invest in developing AI systems. Nokia urges the Commission to re- examine this requirement. Nokia acknowledges that AI systems that have the potential to cause harm to individuals and their fundamental rights should be subject to an appropriate level of scrutiny",3286,Annex VII – point 4 – point 4.5,annex,"4.5.	Where necessary to assess the conformity of the high-risk AI system with the requirements set out in Title III, Chapter 2 and upon a reasoned request, the notified body shall also be granted access to the source code of the AI system.","4.5.	Where necessary to assess the conformity of the high-risk AI system with the requirements set out in Title III, Chapter 2, after all other reasonable ways to verify conformity have been exhausted and have proven to be insufficient,and upon a reasoned request, the notified body shall also be granted access to the source code of the AI system.Such access shall be subject to existing Union law on the protection of intellectual property and trade secrets.",,0.8631,"The amendment restricts notified body access to source code by requiring that all other reasonable conformity verification methods be exhausted first, and adds IP/trade secret protections for such access.",ALIGNED,"Nokia explicitly raises concerns about source code disclosure requirements — citing complexity, resource burdens, and the sensitivity of source code as a closely guarded asset — which aligns with the amendment's effort to make source code access a last resort and to protect intellectual property and trade secrets."
