amendment_number,document_id,target_element,authors,diff_type,diff_summary,justification,themes_ai,themes_regex
413,ITRE-AM-746921,Article 43 – paragraph 4 – subparagraph 1,Evžen Tošenovský,modification,"ADDED: 'or where the relevant Member State authority consider product to present threat to national security,'",,market_surveillance_and_enforcement,scope_and_product_coverage; market_surveillance_and_enforcement
414,ITRE-AM-746921,Article 43 – paragraph 5 – point b,Evžen Tošenovský,modification,CHANGED: 'or common' -> 'orinternational standardscommon',,market_surveillance_and_enforcement; standardisation_and_harmonised_standards,standardisation_and_harmonised_standards
415,ITRE-AM-746921,Article 43 – paragraph 7,Evžen Tošenovský,modification,"CHANGED: 'justified. This' -> 'justified.The decision referred to in paragraph 1 of this Article, concerning threat to national security, shall always '",,market_surveillance_and_enforcement,
416,ITRE-AM-746921,Article 44 – paragraph 5,Evžen Tošenovský,deletion,"DELETED: 5.Where the national measure is considered justified and the non-compliance of the product with digital elements is attributed to shortcomings in common specifications as referred to in Article 19, the Commission shall consider whether to amend or repeal the implementing act referred to in Article 19 setting out those common specifications.",,market_surveillance_and_enforcement; standardisation_and_harmonised_standards,scope_and_product_coverage; standardisation_and_harmonised_standards
417,ITRE-AM-746921,Article 45 – paragraph 1,Evžen Tošenovský,modification,"CHANGED: 'by ENISA,' -> 'bythe competent authorities of Member States, CSIRTs designated in accordance with Directive (EU) 2022/2555 orENISA,'",,market_surveillance_and_enforcement,scope_and_product_coverage; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
418,ITRE-AM-746921,Article 45 – paragraph 1,Bart Groothuis,modification,"CHANGED: 'ENISA,' -> 'ENISAor non-technical risk factors,'","The CRA has a missed opportunity to not address the issue of risky vendors, especially in the context of critical infrastructure. While there have been positive developments towards non-binding toolbo",market_surveillance_and_enforcement; supply_chain_security_obligations,scope_and_product_coverage; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement; supply_chain_security_obligations
419,ITRE-AM-746921,Article 45 – paragraph 1,Ignazio Corrao,modification,CHANGED: 'itmayrequest' -> 'itshallrequest',,market_surveillance_and_enforcement,scope_and_product_coverage; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
420,ITRE-AM-746921,Article 45 – paragraph 2,Bart Groothuis,modification,"CHANGED: 'Regulation and' -> 'Regulation, including on the basis of non-technical risk factors,and'","The CRA has a missed opportunity to not address the issue of risky vendors, especially in the context of critical infrastructure. While there have been positive developments towards non-binding toolbo",market_surveillance_and_enforcement; supply_chain_security_obligations,vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement; supply_chain_security_obligations
421,ITRE-AM-746921,Article 45 – paragraph 2,Evžen Tošenovský,modification,"CHANGED: 'reasons to' -> 'reasons, substantiated by relevant data,to' | CHANGED: 'request ENISA' -> 'requestthe relevant Member State authorityENISA' | CHANGED: 'authorities accordingly.The relevant economic operators shall cooperate as necessary with ENISA.' -> 'authoritiesand ENISAaccordingly.'",,market_surveillance_and_enforcement,vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
422,ITRE-AM-746921,Article 45 – paragraph 2,Ignazio Corrao,modification,CHANGED: 'Inexceptionalcircumstances' -> 'In circumstances' | CHANGED: 'hassufficientreasons' -> 'has reasons' | CHANGED: 'Commissionmayrequest' -> 'Commissionshallrequest',,market_surveillance_and_enforcement,vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
423,ITRE-AM-746921,Article 45 – paragraph 3,Evžen Tošenovský,modification,"CHANGED: 'onENISA’sevaluation,' -> 'onMember State’s authorityevaluationand recommendation,'",,market_surveillance_and_enforcement,
424,ITRE-AM-746921,Article 46 – paragraph 1,Ignazio Corrao,modification,"CHANGED: 'relevant operator' -> 'relevanteconomicoperator' | CHANGED: 'withina reasonableperiod,' -> 'withinan adequateperiod,'",,market_surveillance_and_enforcement,scope_and_product_coverage; market_surveillance_and_enforcement; interface_with_sectoral_legislation
425,ITRE-AM-746921,Article 46 – paragraph 2,Ignazio Corrao,modification,CHANGED: 'relevant operators' -> 'relevanteconomicoperators',,market_surveillance_and_enforcement,scope_and_product_coverage; market_surveillance_and_enforcement
426,ITRE-AM-746921,Article 46 – paragraph 6,Ignazio Corrao,modification,CHANGED: 'itmayrequest' -> 'itshallrequest',,market_surveillance_and_enforcement,scope_and_product_coverage; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
427,ITRE-AM-746921,Article 46 – paragraph 7,Ignazio Corrao,modification,CHANGED: 'Inexceptionalcircumstances' -> 'In circumstances' | CHANGED: 'hassufficientreasons' -> 'has reasons' | CHANGED: 'Commissionmayrequest' -> 'Commissionshallrequest',,market_surveillance_and_enforcement,vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
428,ITRE-AM-746921,Article 46 – paragraph 8,Ignazio Corrao,modification,CHANGED: 'Commissionmayestablish' -> 'Commissionshallestablish',,market_surveillance_and_enforcement,vulnerability_disclosure_and_incident_reporting
429,ITRE-AM-746921,Article 48 – paragraph 2,Ignazio Corrao,modification,CHANGED: 'ENISAmaypropose' -> 'ENISAshallpropose',,market_surveillance_and_enforcement,scope_and_product_coverage; market_surveillance_and_enforcement
430,ITRE-AM-746921,Article 49 – paragraph 1,Ignazio Corrao,modification,CHANGED: 'authoritiesmaydecide' -> 'authoritiesshall regularlydecide',,market_surveillance_and_enforcement,scope_and_product_coverage; market_surveillance_and_enforcement
431,ITRE-AM-746921,Article 49 – paragraph 2,Ignazio Corrao,modification,"CHANGED: 'sweepmay,' -> 'sweepshall,'",,market_surveillance_and_enforcement,market_surveillance_and_enforcement
432,ITRE-AM-746921,Article 49 – paragraph 3,Ignazio Corrao,modification,"CHANGED: 'ENISAmayidentify,' -> 'ENISAshallidentify,' | CHANGED: 'sweepsmaybe' -> 'sweepsshallbe'",,market_surveillance_and_enforcement; vulnerability_disclosure_and_incident_reporting,market_surveillance_and_enforcement
433,ITRE-AM-746921,Article 49 – paragraph 4,Ignazio Corrao,modification,CHANGED: 'involvedmayuse' -> 'involvedshalluse',,market_surveillance_and_enforcement,market_surveillance_and_enforcement
434,ITRE-AM-746921,Article 49 – paragraph 5,Ignazio Corrao,modification,CHANGED: 'authoritiesmayinvite' -> 'authoritiesshallinvite',,market_surveillance_and_enforcement,market_surveillance_and_enforcement
435,ITRE-AM-746921,Article 49 a (new),Evžen Tošenovský; Adam Bielan,insertion,NEW: (c) contribute to evidence-based regulatory learning.,,market_surveillance_and_enforcement,
436,ITRE-AM-746921,Article 49 a (new),Marc Botenga,insertion,"NEW: Consumers suffering damage or loss caused by infringements of the obligations under this Regulation by the relevant economic operators, have the right to seek compensation, in accordance with Union and national law.",,market_surveillance_and_enforcement,
437,ITRE-AM-746921,Article 50 – paragraph 2,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,modification,"CHANGED: 'Article20(5)and' -> 'Article10 (15), Article 11(5), Article 19 (1), Article 20(5),and'",,vulnerability_disclosure_and_incident_reporting; essential_cybersecurity_requirements; scope_and_product_coverage,
438,ITRE-AM-746921,Article 50 – paragraph 3,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,modification,"CHANGED: 'Article20(5)and' -> 'Article10(15), Article 11 (5), Article 19(1), Article 20(5),and'",,vulnerability_disclosure_and_incident_reporting; essential_cybersecurity_requirements; scope_and_product_coverage,
439,ITRE-AM-746921,Article 50 – paragraph 4,Evžen Tošenovský,modification,CHANGED: 'shall consult' -> 'shalllaunch a public consultation andconsult',,market_surveillance_and_enforcement,
440,ITRE-AM-746921,Article 50 – paragraph 6 a (new),Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,insertion,"NEW: 6a.When exercising the power of delegation, the Commission shall conduct public consultations and engage in regular dialogue with economic operators, in order to collect evidence and evaluate market implications of including or withdrawing categories of products in the scope of this Regulation.","The adjustment of the Regulation’s scope and in particular requirements by the Commission through delegated and implementing acts should follow a public consultation, through a platform where economic",scope_and_product_coverage,scope_and_product_coverage; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
441,ITRE-AM-746921,Article 50 – paragraph 6 a (new),Bart Groothuis,insertion,NEW: 6a.The Commission shall conduct thorough public consultations and engage in regular and structured dialogue with economic operators to gather evidence and evaluate market implications of including or withdrawing categories of products in scope.,"Industry consultations, best practices, or standards ought to be taken into consideration.",scope_and_product_coverage,scope_and_product_coverage
442,ITRE-AM-746921,Article 51 – paragraph 3 a (new),Bart Groothuis,insertion,NEW: 3a.The Committee shall conduct thorough public consultations and engage in regular and structured dialogue with economic operators to gather evidence and evaluate market implications of including or withdrawing categories of products in scope.,"Industry consultations, best practices, or standards ought to be taken into consideration.",scope_and_product_coverage,scope_and_product_coverage
443,ITRE-AM-746921,Article 52 – paragraph 1 – point a,Ignazio Corrao,no_change,(identical),,,
444,ITRE-AM-746921,Article 53 – paragraph 1,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,"CHANGED: 'dissuasive.' -> 'dissuasive.These rules shall take into account the financial capabilities of micro, small and medium-sized enterprises.'",,market_surveillance_and_enforcement,market_surveillance_and_enforcement; sme_and_proportionality
445,ITRE-AM-746921,Article 53 – paragraph 6 – point a a (new),Zdzisław Krasnodębski; Adam Bielan; Kosma Złotowski,insertion,NEW: (aa)the type of manufactured product and whether entity qualifies as microenterprise for the specific compliance regime outlined in the Article 10(-1) of this Regulation.,,sme_and_proportionality; market_surveillance_and_enforcement,
446,ITRE-AM-746921,Article 53 – paragraph 6 – point b a (new),Evžen Tošenovský,insertion,"NEW: (ba)whether the manufacturer is SME, with particular attention payed to micro enterprises and start-ups, and whether adequate advice and/or financial support has been provided to them to ensure their compliance with this Regulation;",,sme_and_proportionality; market_surveillance_and_enforcement,sme_and_proportionality
447,ITRE-AM-746921,Article 53 – paragraph 6 – point c,Ignazio Corrao,modification,"CHANGED: 'infringement.' -> 'infringement, taking into account the scale of risks, consequences and financial specificities of micro, small and mediu'",,sme_and_proportionality; market_surveillance_and_enforcement,sme_and_proportionality
448,ITRE-AM-746921,Article 53 a (new),Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,insertion,"NEW: (iii) improving public awareness of cyber threats, with particular regard to their prevention and management;",,,
449,ITRE-AM-746921,Article 55 – paragraph 2 a (new),Bart Groothuis,insertion,NEW: 2a.Products with digital elements included in Annex III when placed on the market may meet the conformity assessment requirements under Chapter III by applying the procedure of Article 24 paragraph 1 for a period of 24 months after the date of application of this Regulation as defined in Article 57.,"Transition period whereby all products introduced in the market can benefit from self-assessment before moving to full conformity assessment depending on class under Annex 3. If not, 24 months after t",conformity_assessment_and_third_party_verification,scope_and_product_coverage; conformity_assessment_and_third_party_verification; sme_and_proportionality; standardisation_and_harmonised_standards
450,ITRE-AM-746921,Article 55 – paragraph 3,Bart Groothuis,modification,CHANGED: 'marketbefore [date ofapplicationof' -> 'market24 months after thedate ofentry into forceof' | CHANGED: 'Regulationreferred to in Article 57].' -> 'Regulation.',The reporting obligations should apply 24 months after entry into force for all products so as to give enough time for the system to be prepared also in the context of the implementation of the NIS2 a,vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; interface_with_sectoral_legislation
451,ITRE-AM-746921,Article 55 – paragraph 3 a (new),Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,insertion,"NEW: 3a.4 (new) By way of derogation, for products with digital elements falling in scope of Regulation (Machinery Regulation proposal) or Regulation (EU) 167/2013 of the European Parliament and of the Council, the application date referred to art. 57 is extended by (36 months).",,interface_with_sectoral_legislation,scope_and_product_coverage
452,ITRE-AM-746921,Article 55 – paragraph 3 b (new),Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,insertion,"NEW: 3b.By way of derogation for products with digital elements falling in scope of Regulation (Machinery Regulation proposal) or Regulation 2013/167, where the annual new sales in the EU of each type are fewer than (1000) units, the application date referred to art. 57 is extended by (60 months).",,interface_with_sectoral_legislation; sme_and_proportionality,scope_and_product_coverage
453,ITRE-AM-746921,Article 57 – paragraph 2,Ignazio Corrao,modification,CHANGED: 'Itshall apply from [24 months after the date of entry into force of this Regulation].However Article 11shall' -> 'It shall',,,
454,ITRE-AM-746921,Article 57 – paragraph 2,Bart Groothuis,modification,CHANGED: '[24months after the date of entry into force of this Regulation].However Article 11 shall apply from [12 months' -> '[36months',Proposing 3 year sunrise period to offer time to develop harmonised and industry standards and to develop sufficient auditing capacity.,standardisation_and_harmonised_standards; conformity_assessment_and_third_party_verification,
455,ITRE-AM-746921,Article 57 – paragraph 2,Evžen Tošenovský,modification,"CHANGED: 'It shall' -> 'Itshall apply from [60 months after the date of entry into force of this Regulation].However, Articles 10a and 11shall' | REMOVED: 'Regulation].However Article 11 shall apply from [12 months after the date of entry into force of this'",,,
456,ITRE-AM-746921,Article 57 – paragraph 2,Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,modification,CHANGED: '[24months' -> '[48months' | CHANGED: '[12months' -> '[24months',,,
457,ITRE-AM-746921,Article 57 – paragraph 2,Beatrice Covassi; Robert Hajšel; Patrizia Toia,modification,CHANGED: '[24months' -> '[30months',,,
458,ITRE-AM-746921,Article 57 – paragraph 2,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,CHANGED: '[24months' -> '[32months' | CHANGED: '[12months' -> '[22months',"The implementation period of this Regulation should be extended to 32 months in order to give economic operators, notified bodies and enforcement authorities sufficient time to adapt to new methodolog",conformity_assessment_and_third_party_verification,conformity_assessment_and_third_party_verification; market_surveillance_and_enforcement
459,ITRE-AM-746921,Article 57 – paragraph 2,Massimiliano Salini,modification,CHANGED: '[24months' -> '[48months' | CHANGED: '[12months' -> '[24months',The time period for the application of this Regulation should be extended in order to ensure enough time to the operators to increase the cybersecurity level of products with digital elements.,,scope_and_product_coverage
460,ITRE-AM-746921,Article 57 – paragraph 2 a (new),Patrizia Toia,insertion,"NEW: By way of derogation, for products with digital elements falling in scope of Regulation [Machinery Regulation] or Regulation 2013/167, the application date referred to in paragraph 2 is extended by [36 months] or, if annual new sales of each product model in the EU are fewer than 1000 units by [60 months]",,interface_with_sectoral_legislation; sme_and_proportionality,scope_and_product_coverage
461,ITRE-AM-746921,Annex I – Part 1 – point 2,Bart Groothuis,deletion,DELETED: (2)Products with digital elements shall be delivered without any known exploitable vulnerabilities;,"It can be interpreted that from the moment you report a vulnerability in a product or piece of software, it must immediately be taken offline and off the shelves. This means that no major piece of sof",essential_cybersecurity_requirements,scope_and_product_coverage; essential_cybersecurity_requirements
462,ITRE-AM-746921,Annex I – Part 1 – point 2,Evžen Tošenovský,deletion,DELETED: (2)Products with digital elements shall be delivered without any known exploitable vulnerabilities;,,essential_cybersecurity_requirements,scope_and_product_coverage; essential_cybersecurity_requirements
463,ITRE-AM-746921,Annex I – Part 1 – point 2,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Angelika Niebler,modification,"CHANGED: 'vulnerabilities;' -> 'vulnerabilitieswhich the manufacturer knows of, unless a manufacturer ensures that there are updates available which rem'",,essential_cybersecurity_requirements; vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; essential_cybersecurity_requirements
464,ITRE-AM-746921,Annex I – Part 1 – point 3 – introductory part,Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,modification,CHANGED: 'the risk' -> 'thecybersecurityrisk',,essential_cybersecurity_requirements,scope_and_product_coverage
465,ITRE-AM-746921,Annex I – Part 1 – point 3 – point a,Evžen Tošenovský,modification,CHANGED: '(a)be deliveredwith' -> '(a)consumer products with digital elements shall be placed on the marketwith' | CHANGED: 'itsoriginal state;' -> 'itsdefault security configuration;where the above described configuration is not possible in case of business-to-busines',,essential_cybersecurity_requirements,scope_and_product_coverage
466,ITRE-AM-746921,Annex I – Part 1 – point 3 – point a,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,modification,"CHANGED: 'state;' -> 'state, while safeguarding its security;'",,essential_cybersecurity_requirements,
467,ITRE-AM-746921,Annex I – Part 1 – point 3 – point a a (new),Ignazio Corrao,insertion,"NEW: (aa)be placed on the market with functional separation of security updates from functionality updates, to allow automatic installation of security updates, with a clear and easy-to-use opt-out mechanism, and preserve user choice on functionalities unless technically unfeasible.",,essential_cybersecurity_requirements; support_period_and_lifecycle_obligations,support_period_and_lifecycle_obligations
468,ITRE-AM-746921,Annex I – Part 1 – point 3 – point a a (new),Evžen Tošenovský,insertion,NEW: (aa)(-a) be placed on the market without any known exploitable vulnerabilities described in the European vulnerability database referred to in Article 12(2) of Directive 2022/2555;,,essential_cybersecurity_requirements; vulnerability_disclosure_and_incident_reporting,essential_cybersecurity_requirements
469,ITRE-AM-746921,Annex I – Part 1 – point 3 – point a a (new),Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,insertion,NEW: (aa)be placed on the market without any known exploitable vulnerabilities towards an external device or network.,,essential_cybersecurity_requirements,essential_cybersecurity_requirements
470,ITRE-AM-746921,Annex I – Part 1 – point 3 – point b,Bart Groothuis,modification,"CHANGED: 'systems;' -> 'systems, but also by taking into consideration non-technical risk factors, such as third-country legislation that is app'","The CRA has a missed opportunity to not address the issue of risky vendors, especially in the context of critical infrastructure. While there have been positive developments towards non-binding toolbo",essential_cybersecurity_requirements; supply_chain_security_obligations,supply_chain_security_obligations
471,ITRE-AM-746921,Annex I – Part 1 – point 3 – point c,Ignazio Corrao,modification,"CHANGED: 'other,such as byencrypting' -> 'other, encrypting' | CHANGED: 'mechanisms;' -> 'mechanisms, and by using other technical means;'",,essential_cybersecurity_requirements,
472,ITRE-AM-746921,Annex I – Part 1 – point 3 – point d,Ignazio Corrao,modification,CHANGED: 'corruptions;' -> 'corruptionsor possible unauthorised access;',,essential_cybersecurity_requirements,
473,ITRE-AM-746921,Annex I – Part 1 – point 3 – point f,Bart Groothuis,modification,"CHANGED: 'functions, including the resilienceagainstand mitigationofdenial' -> 'functions,also after an incident,includingwith backup management, andthe resilience and mitigationmeasures againstdenial'","The first part of the amendment brings it in line with NIS Article 21(2)(c). The second stipulates that while some measures can be taken to reduce the risk of DDoS attacks, it is mathematically imposs",essential_cybersecurity_requirements; interface_with_sectoral_legislation,
474,ITRE-AM-746921,Annex I – Part 1 – point 3 – point f,Ignazio Corrao,modification,"CHANGED: 'essential functions,' -> 'essentialand basicfunctions,'",,essential_cybersecurity_requirements,
475,ITRE-AM-746921,Annex I – Part 1 – point 3 – point j,Ignazio Corrao,modification,"CHANGED: 'by recording' -> 'byproviding at user requestrecording' | CHANGED: 'monitoring relevant' -> 'monitoringcapabilities, locally and at device level forrelevant'",,essential_cybersecurity_requirements,
476,ITRE-AM-746921,Annex I – Part 1 – point 3 – point k,Evžen Tošenovský,modification,"CHANGED: '(k)ensure thatvulnerabilities can' -> '(k) vulnerabilitiesin consumer products with digital elementscan' | CHANGED: 'updatesandthe' -> 'updatesby default, with optional opt-out, and, where applicable, throughthe' | CHANGED: 'users.' -> 'userswith optional postponement;where the above described is not possible in case of business-to-business products with '",,essential_cybersecurity_requirements; support_period_and_lifecycle_obligations,scope_and_product_coverage; essential_cybersecurity_requirements; support_period_and_lifecycle_obligations; vulnerability_disclosure_and_incident_reporting
477,ITRE-AM-746921,Annex I – Part 1 – point 3 – point k,Ignazio Corrao,modification,"CHANGED: 'through securityupdates, including, where applicable, through automaticupdates' -> 'throughdedicatedsecurity updates'",,essential_cybersecurity_requirements; support_period_and_lifecycle_obligations,essential_cybersecurity_requirements; vulnerability_disclosure_and_incident_reporting
478,ITRE-AM-746921,Annex I – Part 1 – point 3 – point k a (new),Ignazio Corrao,insertion,"NEW: (ka)be designed, developed and produced in order to allow for its secure discontinuation and potential recycling when reaching the end of the life cycle, including by allowing users to securely withdraw and remove all data on a permanent basis.",,essential_cybersecurity_requirements; support_period_and_lifecycle_obligations,market_surveillance_and_enforcement
479,ITRE-AM-746921,Annex I – Part 2 – paragraph 1 – introductory part,Massimiliano Salini,modification,"CHANGED: 'Manufacturers' -> 'Unless already covered by relevant EU and sectoral legislations that apply,manufacturers'","The risk analysis to conduct should refer to the relevant applicable legislation, in order to do not duplicate any already existing document.",interface_with_sectoral_legislation; essential_cybersecurity_requirements,scope_and_product_coverage
480,ITRE-AM-746921,Annex I – Part 2 – paragraph 1 – point 1,Massimiliano Salini,modification,"CHANGED: 'product,includingby' -> 'product,possiblyby'","The preparation of a software bill of materials should be voluntary, since it is a tool at initial stage of development.",supply_chain_security_obligations,essential_cybersecurity_requirements; supply_chain_security_obligations
481,ITRE-AM-746921,Annex I – Part 2 – paragraph 1 – point 1,Evžen Tošenovský,modification,CHANGED: 'documentvulnerabilities andcomponents' -> 'document components',,supply_chain_security_obligations,supply_chain_security_obligations
482,ITRE-AM-746921,Annex I – Part 2 – paragraph 1 – point 2,Evžen Tošenovský,modification,"CHANGED: 'updates;' -> 'updates;where the above described is not possible in case of business-to-business products with digital elements, the pr'",,vulnerability_disclosure_and_incident_reporting; support_period_and_lifecycle_obligations,scope_and_product_coverage; essential_cybersecurity_requirements; support_period_and_lifecycle_obligations
483,ITRE-AM-746921,Annex I – Part 2 – paragraph 1 – point 2,Bart Groothuis,modification,"CHANGED: 'vulnerabilitieswithout delay,' -> 'vulnerabilitieswithin an agreed timeline,'","To bring it in line with Coordinated Vulnerability Disclosure. In some cases, it can be justified to delay updates on the basis of security grounds.",vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; essential_cybersecurity_requirements; support_period_and_lifecycle_obligations; vulnerability_disclosure_and_incident_reporting
484,ITRE-AM-746921,Annex I – Part 2 – paragraph 1 – point 4,Bart Groothuis,modification,"CHANGED: 'available, publically' -> 'available,share andpublically' | CHANGED: 'vulnerabilities, includinga description of the vulnerabilities,information' -> 'vulnerabilities,in accordance with a coordinated vulnerability disclosure process,including information' | CHANGED: 'vulnerabilities;' -> 'vulnerabilities.Detailed information about the vulnerabilities should only be shared and disclosed in a controlled way t'","For complex products with digital elements, the actual implementation and timing of a patch that fixes the known vulnerability in the deployed and in-use complex system/network including critical infr",vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; essential_cybersecurity_requirements; support_period_and_lifecycle_obligations; vulnerability_disclosure_and_incident_reporting
485,ITRE-AM-746921,Annex I – Part 2 – paragraph 1 – point 4,Ignazio Corrao,modification,ADDED: 'andclear' | CHANGED: 'information' -> 'accessibleinformation',,vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; essential_cybersecurity_requirements; support_period_and_lifecycle_obligations
486,ITRE-AM-746921,Annex I – Part 2 – paragraph 1 – point 7,Ignazio Corrao,modification,CHANGED: 'distribute updates' -> 'distributesecurityupdates',,support_period_and_lifecycle_obligations,scope_and_product_coverage; essential_cybersecurity_requirements
487,ITRE-AM-746921,Annex I – Part 2 – paragraph 1 – point 8,Evžen Tošenovský,modification,CHANGED: 'and free' -> 'andfor consumer products with digital elementsfree' | CHANGED: 'taken.' -> 'taken;in case of business-to-business products with digital elements the procedures for patching and updating may be set',,support_period_and_lifecycle_obligations; sme_and_proportionality,scope_and_product_coverage; support_period_and_lifecycle_obligations
488,ITRE-AM-746921,Annex I – Part 2 – paragraph 1 – point 8,Massimiliano Salini,modification,"CHANGED: 'and free' -> 'and, unless otherwise agreed between the parties,free'",It is essential to take into consideration what the parties have agreed in the contract when ensuring free of charges security updates.,support_period_and_lifecycle_obligations,support_period_and_lifecycle_obligations
489,ITRE-AM-746921,Annex II – paragraph 1 – point 1,Evžen Tošenovský,modification,"CHANGED: 'manufacturer,andthe' -> 'manufacturer, the' | CHANGED: 'addressandthe' -> 'address,the' | CHANGED: 'address at' -> 'addressand websiteat'",,vulnerability_disclosure_and_incident_reporting,
490,ITRE-AM-746921,Annex II – paragraph 1 – point 2,Ignazio Corrao,modification,CHANGED: 'the point' -> 'thesinglepoint',,vulnerability_disclosure_and_incident_reporting,essential_cybersecurity_requirements
491,ITRE-AM-746921,Annex II – paragraph 1 – point 5,Evžen Tošenovský,deletion,"DELETED: 5.any known or foreseeable circumstance, related to the use of the product with digital elements in accordance with its intended purpose or under conditions of reasonably foreseeable misuse, which may lead to significant cybersecurity risks;",,essential_cybersecurity_requirements,scope_and_product_coverage
492,ITRE-AM-746921,Annex II – paragraph 1 – point 6,Evžen Tošenovský,deletion,"DELETED: 6.if and, where applicable, where the software bill of materials can be accessed;",,supply_chain_security_obligations,supply_chain_security_obligations
493,ITRE-AM-746921,Annex II – paragraph 1 – point 6,Bart Groothuis,modification,CHANGED: 'accessed;' -> 'accessedbut are not to be made publicly accessible.If the software bill of materials are made available to notified bodi',,supply_chain_security_obligations; conformity_assessment_and_third_party_verification,conformity_assessment_and_third_party_verification; market_surveillance_and_enforcement; supply_chain_security_obligations
494,ITRE-AM-746921,Annex II – paragraph 1 – point 6,Ignazio Corrao,modification,CHANGED: 'accessed;' -> 'accessedby the competent authorities;',,supply_chain_security_obligations,supply_chain_security_obligations
495,ITRE-AM-746921,Annex II – paragraph 1 – point 8,Francesca Donato,modification,CHANGED: 'supportofferedby' -> 'supportguaranteedby',,support_period_and_lifecycle_obligations,support_period_and_lifecycle_obligations
496,ITRE-AM-746921,Annex II – paragraph 1 – point 9 – point c a (new),Ignazio Corrao,insertion,NEW: (ca)the expected product lifetime and until when the manufacturer ensures the effective handling of vulnerabilities and provision of security updates.,,support_period_and_lifecycle_obligations,essential_cybersecurity_requirements; support_period_and_lifecycle_obligations
497,ITRE-AM-746921,Annex III – Part I – point 3,Jens Geier; René Repasi,modification,CHANGED: '3.Password managers;' -> '3.Authentication tools;',,scope_and_product_coverage; conformity_assessment_and_third_party_verification,
498,ITRE-AM-746921,Annex III – Part I – point 3 a (new),Ignazio Corrao,insertion,"NEW: 3a.Authentication, Authorization and Accounting (AAA) platforms.",,scope_and_product_coverage; conformity_assessment_and_third_party_verification,
499,ITRE-AM-746921,Annex III – Part I – point 13,Bart Groothuis,modification,CHANGED: 'Remoteaccess/sharingsoftware;' -> 'Remoteaccesssoftware;',"To alleviate concerns that no standards or sufficient capacity for third-party conformity assessments will be in place by the time of adoption, the scope of this Annex is narrowed down, also with the ",scope_and_product_coverage; conformity_assessment_and_third_party_verification,scope_and_product_coverage; conformity_assessment_and_third_party_verification
500,ITRE-AM-746921,Annex III – Part I – point 15,Jens Geier; René Repasi,modification,CHANGED: 'Physical network' -> 'Physicaland virtualnetwork',,scope_and_product_coverage; conformity_assessment_and_third_party_verification,
501,ITRE-AM-746921,Annex III – Part I – point 15,Ignazio Corrao,modification,CHANGED: 'Physical network' -> 'Physicaland virtualnetwork',,scope_and_product_coverage; conformity_assessment_and_third_party_verification,
502,ITRE-AM-746921,Annex III – Part I – point 16,Bart Groothuis,modification,"CHANGED: 'systemsnot covered by class II;' -> 'systemsfor servers, desktops and mobile devices;'","To alleviate concerns that no standards or sufficient capacity for third-party conformity assessments will be in place by the time of adoption, the scope of this Annex is narrowed down, also with the ",scope_and_product_coverage; conformity_assessment_and_third_party_verification,scope_and_product_coverage; conformity_assessment_and_third_party_verification
503,ITRE-AM-746921,Annex III – Part I – point 16,Jens Geier; René Repasi,modification,CHANGED: 'systemsnot covered by class II;' -> 'systems;',,scope_and_product_coverage; conformity_assessment_and_third_party_verification,conformity_assessment_and_third_party_verification
