stub_id,stub_name,tr_id,tr_name,tr_acronym,confidence,reasoning,action
org_1f4839c129d694ab,Hansel Oy,284834835932-49,Raecom Oy,RAECOM,Finland,Professional consultancies,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_564a6b7e0829ceae,Vifor Pharma Management,84295189159-07,Ipsen Pharma,,France,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f1110fb72ff474fe,Kore Global Foundation,175055594966-68,AHADI Foundation,,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_cb3fa58d632f69bf,UNI Global Union,638820912393-43,European Elite Athletes Association,EU Athletes,Netherlands,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9588b30cb005fe26,DGB-Bundesjugendausschuss,981167323458-75,"Industriegewerkschaft Bergbau, Chemie, Energie",IGBCE,Germany,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_e37848a43d69e545,Landesverband Gartenbau Nordrhein-Westfalen e.V.,315100527961-77,Verbraucherzentrale Nordrhein-Westfalen e.V.,VZ NRW,Germany,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_af5c99119dd6d64d,MP Bonaire,0617534101205-83,Denali Therapeutics Inc.,DNLI,United States,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_b3491b0a738408c8,Border Violence Monitoring Center and Seawatch,072000848609-30,Border Violence Monitoring Network,BVMN,Germany,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_2155548e43293354,Aleanca,699607998986-50,Shqikos - Aralco SH.A.,,,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_a62ed036870d6680,Commssioner Johansson,890394446311-73,Sdružení pro integraci a migraci,SIMI,Czech Republic,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_6571f6293ee7246f,Deutsch-Britische Gesellschaft,983365940638-48,Metrohm AG,MIHQ,Switzerland,Associations and networks of public authorities,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_cd710b35dd3769eb,Vereinte Dienstleistungsgewerkschaft ver.di,16178359495-57,Vereinte Dienstleistungsgewerkschaft,ver.di,Germany,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_67976d4a16b0c81e,Greencells Group,8190426102370-34,ME GROUP,,France,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_d2a56e096dc9d243,UMF Mareyage;,388768648568-22,Union du Mareyage Français,UMF,France,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_ba6dec8c5aeb9462,Union Française de l'électricité,774674097015-82,NW STORM,,France,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_89c161e500c4b8de,Fédération Française des assurances,5149794935-37,Fédération Française de l'Assurance,France Assureurs,France,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_bc147f3ce866cf71,Emilie Gaillard,925823620889-24,MATTIN Group asbl,MG,Belgium,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_5ffbf3bd87e02546,European Association of Paritarian Institutions,69133399372-91,European Association of Paritarian Institutions of Social Protection,AEIP,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_3d1189e9c2a18bfe,Press Publishers,189629721386-14,HANZA MEDIA,,Croatia,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_1f2f5a9419ffe05d,Ambassade d'Algérie,178971295990-21,Philippines Netherlands Business Council,PNBC,Netherlands,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_b980e2b20715990f,Délégation de député.e.s marocain.e.s,0118191795-12,Délégation des Barreaux de France,DBF,Belgium,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_57b7aba6aaa4a1e9,Consul Général du Maroc à Strasbourg,797266343474-04,Confédération Générale des Entreprises du Maroc,CGEM,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_39f72fde103f9afc,Citizen Climate Europe,111734132634-17,Citizens' Climate Europe,CCEU,Netherlands,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_94adf2e5d5d54a90,Vertreter:innen AK und ÖGB Brüssel und Wien,388091818207-48,SRA Consulting,,Austria,Self-employed individuals,Advances interests of their clients,pending_ai,,pending
org_f23f63a7ebeaf369,Leadership VMRO DPMNE,713668418770-87,European Leadership Network,ELN,United Kingdom,Think tanks and research institutions,Does not represent commercial interests,pending_ai,,pending
org_26a3dbdfdcf694bc,Vertreter:innen der AK Wien,388091818207-48,SRA Consulting,,Austria,Self-employed individuals,Advances interests of their clients,pending_ai,,pending
org_3a5aebbd96ec7a4f,Vertreterin DGB Büro in Brüssel,61973396926-78,EKD-Büro Brüssel / EKD-Office Brussels,EKD,Belgium,Organisations representing churches and religious communities,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_71a79f89d0113c5f,European Union Special Representative for Human Rights,0762064100446-89,Sociedade Portuguesa de Medicina da Reprodução,SPMR,Portugal,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_181424183c4abcc7,Plantum & MVO,779809814433-48,Plantum,,Netherlands,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_518fa12d366b97a4,LEGO,236869539281-13,The LEGO Group,,Denmark,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_46e9e3e486a0640f,Deutschen Kreditwirtschaft (DK),52646912360-95,Die Deutsche Kreditwirtschaft,DK,Germany,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_eec84e90125b8c9d,Computerworld,7649023100081-83,EHiN,EHiN,Norway,Companies & groups,Does not represent commercial interests,pending_ai,,pending
org_dfbb953a17a3dc82,German Commerce,734482294269-62,German Irish Chamber of Industry and Commerce,GIC,Ireland,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_dc83b3788f89aa21,APAC,305016499554-48,Platform.sh,,France,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_708cc9c3e1382068,accilium Vienna,927885415117-52,Vienna Economic Forum,VEF,Austria,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_92d72092eb34637b,Delegation Japan - Bureau meeting,958951195934-38,Interactive Advertising Bureau Sverige,IAB Sverige,Sweden,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_2797bc9ef20a4872,ZAW - Digital Media Institute,876509717508-94,Medienverband der freien Presse e.V.,MVFP,Germany,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9ecb26ddda754333,Bauer Media,218282321469-11,Bauer Media Group (Heinrich Bauer Verlag KG),BMG,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_afde533e02d366da,Autorité française de la concurrence,026602848555-18,Association Française d'Etude de la Concurrence,AFEC,France,Think tanks and research institutions,Does not represent commercial interests,pending_ai,,pending
org_6786b5411fac2a62,Reporter ohne Grenzen,678496952704-69,Bundesverband der Pharmaziestudierenden in Deutschland e. V.,BPhD e. V.,Germany,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_2fa8b0ef406530b7,Medecines for Europe,149675016636-39,Rassemblement des Médecins Palestiniens d'Europe,PalMed Europe,France,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_dd7e556400399947,AFEP - French Association of Large Companies,953933297-85,Association des grandes entreprises françaises / Association of large French companies,L'Afep,France,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_3c807bdf2ec888c5,France TV,877174891509-85,Copydan Verdens TV,,Denmark,"Other organisations, public or mixed entities",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f88edc540b312282,H.E. Irena Andrassy,092302696301-80,Dr Irena Eris,,Poland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_41682bf4e82b11f9,valantic Teleco Solutions und Services GmbH,9788946102695-30,Rulemapping Group GmbH,,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_523fd44b9183d7e2,EC-Environment,782122638727-31,RDC Environment,RDC,Belgium,Professional consultancies,Does not represent commercial interests,pending_ai,,pending
org_869302a6741d452a,Representatives of European Women's Lobby; representative of United4InstabulConvention campaign,82919556897-62,Représentation de l'Eglise Orthodoxe Roumaine auprès des Institutions européennes,EOR,Belgium,Organisations representing churches and religious communities,Does not represent commercial interests,pending_ai,,pending
org_47bec74c969ebf1d,The European Confederation of Independent Trade Unions (CESI),473272624831-33,Air Traffic Controllers European Unions Coordination,ATCEUC,Belgium,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_e24c9b447eb7b262,representative of Greenpeace Poland,82919556897-62,Représentation de l'Eglise Orthodoxe Roumaine auprès des Institutions européennes,EOR,Belgium,Organisations representing churches and religious communities,Does not represent commercial interests,pending_ai,,pending
org_e97cbcc3cb2ea6ae,Ecoregió mediterrània,631628897460-62,Institut Europeu de la Mediterrània,IEMed,Spain,Associations and networks of public authorities,Does not represent commercial interests,pending_ai,,pending
org_e468a8e046d38842,Ambassador of Algeria in Brussels,6872156102187-39,Association Ambassador,AA,Belgium,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_bf792f26d488ebc5,Catalan mayors in the Pyrenees,5515947102051-09,Fondation d'utilité publique Générations.Bio,Gen.Bio,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_9fa5222c7f072461,IREC,690989896149-50,Bamboo Energy Platform SL,Bamboo,Spain,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_99efa4c3d727f429,Institut Català de Recerca de l’Aigua,929105420022-86,INSTITUT AGRÍCOLA CATALÀ DE SANT ISIDRE,INSTITUT AGRÍCOLA,Spain,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_aba8b9a8733ba255,Assemblea de Cooperació per la Pau,4545637101720-82,Centre d’Estudis per la Pau J.M. Delàs,Centre Delàs,Spain,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_ac64122d8adfa736,Terre d'Abeilles,2031473100242-05,Le Printemps des Terres,LPdT,France,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_d58e72b1b8786f18,Vervoerscollege Venlo,337860539739-52,Redcare Pharmacy N.V.,,Netherlands,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_c8c40788727c0dd1,Forever Living products,413882749431-47,European Living Lakes Association,ELLA,Germany,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_74fd9e65a1709721,ECT/Hutchison Ports Venlo,591740552324-56,Hutchison Europe,,Belgium,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9c6061cd140314a4,European Broadcasters Union (EBU),032997718553-70,Yleisradio Oy,Yle,Finland,"Other organisations, public or mixed entities",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_1ad62e1b62ca8878,Autoriteit Consument en Markt (ACM),133002517679-87,ACM EUROPE,ACM-E,United States,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_655449857cdca981,Commercial Free Childhood,143378844787-16,Σύλλογος Γονιών παιδιών με Νεοπλασματική ασθένεια – Η ΦΛΟΓΑ,Φλόγα,Greece,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_acfadfbf21df7b3b,Global Action Plan,405881626456-70,Tudatos Vásárlók Egyesülete,TVE,Hungary,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_223d385ca536b8fc,Accountable Tech,4713568401-18,Accountancy Europe,,Belgium,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_e947329ab32198dd,OSCE/ODIHR,790391551124-37,European Neighbourhood Council,ENC,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_beb6966e1fef168e,citizen climate lobby france,947081040038-35,Klimatsvaret - CCL Sverige,,Sweden,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_d9e65ef5eea53bae,Amnesty Tech,11063928073-34,Amnesty International Limited,AI LTD,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_de1942d6d096f032,MSF España Doctors without Borders,095650593344-06,Democracy Without Borders,DWB,Germany,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_1e22acb42c4548f1,German Economic Institute; European office of the Association of German banks,82797211999-77,Kassenärztliche Bundesvereinigung,KBV,Germany,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_25bb5dd5e857171c,Groupe de travail santé de l’Institut Jacques Delors,726109217329-25,Notre Europe - Institut Jacques Delors / Notre Europe - Jacques Delors Institute,IJD / JDI,France,Think tanks and research institutions,Does not represent commercial interests,pending_ai,,pending
org_2a8f949bb5b51738,Telecom Italia,479091396968-29,Telecom Italia Sparkle S.p.A.,Sparkle,Italy,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_721336d57f0e2059,Member of the Barcelona Bar Association,19432535159-54,Vereinigung der österreichischen Richterinnen und Richter,RiV,Austria,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_96d51dcbebcd89b9,Mellemfolkeligt Samvirke,493634597126-93,Digitalt Ansvar / Digital Accountability,DIGA,Denmark,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_ab5de03e97c1dff9,ESIP/German Social Insurance European Representation,917393784-31,Deutsche Sozialversicherung Europavertretung,DSV-Europavertretung,Germany,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_d95d2785ef22849d,Mora Rem Lisboa,3268544101481-72,RZZadar,RZZadar,Croatia,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_8c417b355395bfa0,Casa Qui,506338344729-90,Lega Italiana per la Lotta contro i Tumori Milano Monza Brianza APS,LILT Milano MB,Italy,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_f5283a5b0d2cd47b,Civil society activists & academic experts,4736775103053-57,Stichting recreational cannabis foundation,RCF,Netherlands,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_32d6d1226db0a9fc,IDEA/FEANTSA,371369743239-54,Fondation pour le logement des défavorisés,FLD,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_6ef1e305954d2dbf,TIE Global,546671448322-65,"Mattel, Inc.",,United States,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_7e840a93ffb069b1,Lesbos Solidarity,31087615802-06,SOLIDAR,,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_78c3357961974b6d,Doro Blancke Flüchtlingshilfe,4850094101142-81,Mission Lifeline International e.V.,,Germany,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_0836fc0d83fce3ef,City of Kokkola,695661118936-08,City of London Corporation,CoLC,United Kingdom,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_c6269130c302f17d,Danske Destinationer,055982497027-95,Winsløw Advokatpartnerselskab,,Denmark,Law firms,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_ea1ea0c5d9f2ccfc,Byggeplads i København Kommune,363805923029-87,Københavns Universitet,UCPH,Denmark,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_2bb132c6adbe881a,Anna Felländer,049002853078-90,Anna Klissouras Solutions,AKS,Greece,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_f97c733e31703481,Münchens universitet för tillämpad vetenskap,558221123297-13,Luleå tekniska universitet,LTU,Sweden,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_e255fc2648b0ab0e,Norna AI,273042693385-29,Credo AI,,United States,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_a425f194f2631ec5,Evo Tegra GmbH,075062722939-38,Europro,Europro,France,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_e1357eb431e32687,Boston Consulting Group (BCG),216400394741-13,Centre for Public Impact Europe,CPI,United Kingdom,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_fc0b5baa253f3deb,EFNS,596749140914-12,Deutscher Berufsverband für Pflegeberufe - DBfK Bundesverband e.V.,DBfK,Germany,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_099f51152acbbdb7,Zväz automobilového priemyslu SR,413330996506-30,Zvaz automobilového priemyslu SR,ZAP SR,Slovakia,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_156e0a4cb187c546,SPP Infrastructure,8345397100147-97,Firas-Spp,FIRAS-SPP,Italy,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_ba5f39940e8936f7,Kwartiermakers Toekomst Accountancysector,242139699053-37,FoodWIN by Rikolto,,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_28b909dbbde80303,Creative Europe Desk NL,186750591533-88,International Independent Film Festival of Athens,KINOATHENS,Greece,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_8f19d8956cb8cfbb,PvdA Europa Netwerk,11179098153-60,Vlaams - Europees verbindingsagentschap,vleva,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_7cb2e2bdc3d09a9c,UNDP B+HR Asia,963836892426-69,PREMIUM CHICKEN COMPANY,PCC,Croatia,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_364ed9be61da1ed7,Président tunisien,47245166643-50,Conférence des Présidents d'Université / France Universités,C.P.U,France,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_7933224159e03a06,Special Representative of the President of Kazakhstan,82919556897-62,Représentation de l'Eglise Orthodoxe Roumaine auprès des Institutions européennes,EOR,Belgium,Organisations representing churches and religious communities,Does not represent commercial interests,pending_ai,,pending
org_2b6512aeabab7e05,Verband der Internetwirtschaft eco,483354220663-40,eco - Verband der Internetwirtschaft,eco,Germany,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_568e37cb71c4d05b,Hessische Staatskanzlei,67816104631-57,Handwerkskammer Frankfurt-Rhein-Main,HWK FRM,Germany,"Other organisations, public or mixed entities",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9221b12868964a84,Bundesfachverbandes Betriebliche Sozialarbeit,2170743761-61,aba Arbeitsgemeinschaft für betriebliche Altersversorgung e.V.,aba,Germany,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_072c43942af9ce5a,Indian Ambassador to Finland,6872156102187-39,Association Ambassador,AA,Belgium,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_b85a22e1ec90a567,Telefonica Brussels,52431421-12,"Telefonica, S.A.",TEF,Spain,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_66a9cc1e98b802e4,Cybernetica,684434822646-91,European Cyber Security Organisation,ECSO,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_d2deddd141c520dc,Bundessteuerberaterkammer K.d.ö.R,190444812041-08,Bundessteuerberaterkammer,BStBK,Germany,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_66a2f1b0f541b628,Verband der Automobilindustrie e. V.,3639808101719-77,Aluminium Deutschland e. V.,,Germany,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_6a7270b8c3045d43,Friends of Scotland,360235332705-49,Hnutí DUHA - Friends of the Earth Czech Republic,Hnutí DUHA,Czech Republic,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_68fe54db0c2d9141,Federación Española de la Recuperación y el Reciclaje,393628497906-95,Revertia,Revertia,Spain,Professional consultancies,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_550a536941d313d8,EuCIE – Soziales Unternehmertum durch inklusive Unternehmen und Bundesarbeitsgemeinschaft der Inklusionsunternehmen,095487616319-61,arbeit plus - Soziale Unternehmen Österreich,,Austria,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f469ff3b38f2023f,Elysee - Philippe Huberdeau,761865437495-73,Philippe Rixhon Associates Ltd,,United Kingdom,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_7f0d61404b6bbbac,Seesame,604853910300-72,Nexem,Nexem,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_51d3b3db10f1aad9,IVY Works,457069318696-53,Creativity Works!,CW!,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_281613a7dc277a50,Schroders - Elisabeth Ottawa,189143131639-34,"Elisabeth Opie, trading as Opie",,Germany,Law firms,Advances interests of their clients,pending_ai,,pending
org_10d7f1a9cffb253f,Intesa San Paolo – Stefano Patruno,427885792256-49,Fondazione per la Scuola,FpS,Italy,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_cfaee7b85e828319,EDF - Erkki MAILLARD + Antoine BIZET,358634350714-60,Action Européenne des Handicapés,AEH,Austria,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_c3380f338874212e,Représentation permanente française (meeting with APA),7629520102502-13,PERMANENT REPRESENTATION OF TAMIL EELAM TO THE EUROPEAN UNION,P.R.Tamil Eelam,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_1a7d0fa54455cf35,Collectif des amoureux sans-papiers (meeting with APA),7235188100764-21,Fédération des acteurs de la solidarité,FAS,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_3205e14a7c79b11e,European ombudswoman office (meeting with APA),488265146732-81,The APA Association,APARMA,Netherlands,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_8203f81afed8a69c,Ambassadeur du Vietnam,641483424039-61,European Chamber of Commerce in Vietnam,EuroCham,,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_3fdb8a80ce079447,Mon-Marché.fr,491158898052-12,University of Mons,UMONS,Belgium,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_0abdec6e31bf92cc,Heliathek GmbH,5712371100342-81,karriere.at GmbH,,Austria,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_8c481f3b8301d35c,Meyer-Burger,431119647201-04,MEYER WERFT GmbH,MEYER WERFT,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_ec578d6dd5032564,Deutsche Bank – Koen Holdtgrefe + Malte Kilian,271912611231-56,Deutsche Bank AG,,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_2ff10fa04415d70b,Bureau Europèen des Unions de Consommateurs (BEUC),022611849407-06,Union Luxembourgeoise des Consommateurs,ULC,Luxembourg,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_f87d8700711704ad,Generation Climate,177499846215-41,Generation Climate Europe AISBL,GCE,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_4d5fd6603ebf6390,Pistes Solidaires,022244744705-97,ALTER,ALTER,France,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_225173f265eb1a1c,Grantham Research Institute for Climate Change and the Environment,287394243384-58,CLIMCOM Berlin - Climate&Company - the private institute for climate research and training,C&C,Germany,Think tanks and research institutions,Does not represent commercial interests,pending_ai,,pending
org_4edcdfde180b0906,Brazilian Climate Observatory,333399732805-59,Climate Leadership Coalition,CLC,Finland,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_6a52f1d7cb5129b8,The Global Organisation for PHA (GO!PHA),540893397683-80,Capri-Sun,,Switzerland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_5e15b3c5c987cd80,Coope Tarrazú,367719545238-30,ènostra coop,ènostra,Italy,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_32cb19cd3eddd3c7,WHO Regional Office for Europe,339887295304-26,"Fédération Nationale des Hôteliers, Restaurateurs, Cafetiers du Grand-Duché de Luxembourg",Horesca,Luxembourg,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_b1e0c769965181c6,JAT - Jenaer Antriebstechnik GmbH,5712371100342-81,karriere.at GmbH,,Austria,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_88da103a6fa3e672,European Society of Intensive Care (ESICM),872244238453-63,The European Society of Intensive Care Medicine,ESICM,Belgium,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_d7fbd5b418b54d19,Jabil Optics Germany GmbH,2513694101747-10,MediWound Germany,MDWD,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_4aff728a274b34bf,dotSource GmbH,5712371100342-81,karriere.at GmbH,,Austria,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_5fa58a6755ad5c72,Universität Passau,770532830891-74,Universität Konstanz,UKON,Germany,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_27f4a30fe1ec9965,Freie Univerität Berlin,532660840601-45,Freie Universität Berlin,FUB,Germany,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_f1819c3c684b72a9,Bundesministerium für Wirtschaft und Klimaschutz,178423196063-48,Iknaio Cryptoasset Analytics GmbH,Iknaio,Austria,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_807d74c71e4c7e38,Hudson Institute Washington,8713716102363-90,Hudson River Trading LLC,HRT,United States,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9d96d9a1945183d6,Universität Hohenheim,770532830891-74,Universität Konstanz,UKON,Germany,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_1588d6fa7abaebf3,Mission of Kazakhstan tothe EU,5985685100745-21,Kazakhstan-EU Gateway,KEG,Belgium,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_ca43e700eb1a0083,National Endowment for Democracy,986644617102-08,European Endowment for Democracy,EED,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_da2828265f1160f0,European School of Brussels II,17413855438-74,Natuur & Milieu,,Netherlands,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_b8918d8cea49e9fa,Ministry Foreign Affairs Poland,5772533100467-78,Stichting Ministry of Future Affairs,,Netherlands,Think tanks and research institutions,Does not represent commercial interests,pending_ai,,pending
org_d5716e24c9a8e9c5,Allianz SE Group,05503341949-54,Allianz SE,Allianz,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
